"wbregion","year","intervention","regimen","x50q30"
"North America",2041,"Scenario 3","No aspirin",0.353021593613236
"North America",2041,"Scenario 4","Aspirin",0.347230122568494
"North America",2041,"Scenario 4","No aspirin",0.349600318721052
"North America",2042,"Current care","Aspirin",0.359308524525678
"North America",2042,"Current care","No aspirin",0.359308524525678
"North America",2042,"Scenario 1","Aspirin",0.356408028242871
"North America",2042,"Scenario 1","No aspirin",0.357464029020851
"North America",2042,"Scenario 2","Aspirin",0.35166333726449
"North America",2042,"Scenario 2","No aspirin",0.35329849964951
"North America",2042,"Scenario 3","Aspirin",0.350474680843696
"North America",2042,"Scenario 3","No aspirin",0.352447404097676
"North America",2042,"Scenario 4","Aspirin",0.346381993517173
"North America",2042,"Scenario 4","No aspirin",0.348869599727866
"North America",2043,"Current care","Aspirin",0.358855851538898
"North America",2043,"Current care","No aspirin",0.358855851538898
"North America",2043,"Scenario 1","Aspirin",0.355769025772171
"North America",2043,"Scenario 1","No aspirin",0.356895043483724
"North America",2043,"Scenario 2","Aspirin",0.350886369124487
"North America",2043,"Scenario 2","No aspirin",0.352602815797803
"North America",2043,"Scenario 3","Aspirin",0.349939269779807
"North America",2043,"Scenario 3","No aspirin",0.351983590984986
"North America",2043,"Scenario 4","Aspirin",0.345709628059614
"North America",2043,"Scenario 4","No aspirin",0.348298762586679
"North America",2044,"Current care","Aspirin",0.35819011341037
"North America",2044,"Current care","No aspirin",0.35819011341037
"North America",2044,"Scenario 1","Aspirin",0.354922165266927
"North America",2044,"Scenario 1","No aspirin",0.356118894184339
"North America",2044,"Scenario 2","Aspirin",0.350079612936033
"North America",2044,"Scenario 2","No aspirin",0.351855904494377
"North America",2044,"Scenario 3","Aspirin",0.349221425246825
"North America",2044,"Scenario 3","No aspirin",0.35132758312798
"North America",2044,"Scenario 4","Aspirin",0.34489715200286
"North America",2044,"Scenario 4","No aspirin",0.347571885921479
"North America",2045,"Current care","Aspirin",0.356716566081082
"North America",2045,"Current care","No aspirin",0.356716566081082
"North America",2045,"Scenario 1","Aspirin",0.353284247542128
"North America",2045,"Scenario 1","No aspirin",0.354568993424772
"North America",2045,"Scenario 2","Aspirin",0.348486335538563
"North America",2045,"Scenario 2","No aspirin",0.350336581224601
"North America",2045,"Scenario 3","Aspirin",0.347743486312725
"North America",2045,"Scenario 3","No aspirin",0.349897365294603
"North America",2045,"Scenario 4","Aspirin",0.343348060882984
"North America",2045,"Scenario 4","No aspirin",0.346090126311872
"North America",2046,"Current care","Aspirin",0.355509480701018
"North America",2046,"Current care","No aspirin",0.355509480701018
"North America",2046,"Scenario 1","Aspirin",0.351927681223741
"North America",2046,"Scenario 1","No aspirin",0.353307394879479
"North America",2046,"Scenario 2","Aspirin",0.347158722395267
"North America",2046,"Scenario 2","No aspirin",0.349091069652215
"North America",2046,"Scenario 3","Aspirin",0.346537403823823
"North America",2046,"Scenario 3","No aspirin",0.348735441476542
"North America",2046,"Scenario 4","Aspirin",0.342073616794588
"North America",2046,"Scenario 4","No aspirin",0.344878152678776
"North America",2047,"Current care","Aspirin",0.354754408082859
"North America",2047,"Current care","No aspirin",0.354754408082859
"North America",2047,"Scenario 1","Aspirin",0.351048385234586
"North America",2047,"Scenario 1","No aspirin",0.352515144096561
"North America",2047,"Scenario 2","Aspirin",0.346290789311917
"North America",2047,"Scenario 2","No aspirin",0.348300631819589
"North America",2047,"Scenario 3","Aspirin",0.345780837584239
"North America",2047,"Scenario 3","No aspirin",0.348022297472975
"North America",2047,"Scenario 4","Aspirin",0.341246521952105
"North America",2047,"Scenario 4","No aspirin",0.344112316454014
"North America",2048,"Current care","Aspirin",0.354347618095795
"North America",2048,"Current care","No aspirin",0.354347618095795
"North America",2048,"Scenario 1","Aspirin",0.350539896096233
"North America",2048,"Scenario 1","No aspirin",0.352086536039955
"North America",2048,"Scenario 2","Aspirin",0.345820234297767
"North America",2048,"Scenario 2","No aspirin",0.347898341643498
"North America",2048,"Scenario 3","Aspirin",0.345372866789797
"North America",2048,"Scenario 3","No aspirin",0.347656515426626
"North America",2048,"Scenario 4","Aspirin",0.340767523661138
"North America",2048,"Scenario 4","No aspirin",0.343692765383574
"North America",2049,"Current care","Aspirin",0.354016771842341
"North America",2049,"Current care","No aspirin",0.354016771842341
"North America",2049,"Scenario 1","Aspirin",0.350133128224621
"North America",2049,"Scenario 1","No aspirin",0.351751204783376
"North America",2049,"Scenario 2","Aspirin",0.345445402239925
"North America",2049,"Scenario 2","No aspirin",0.347585033905085
"North America",2049,"Scenario 3","Aspirin",0.345053600287495
"North America",2049,"Scenario 3","No aspirin",0.347375230183355
"North America",2049,"Scenario 4","Aspirin",0.340383084828481
"North America",2049,"Scenario 4","No aspirin",0.343362134271334
"North America",2050,"Current care","Aspirin",0.352930849756153
"North America",2050,"Current care","No aspirin",0.352930849756153
"North America",2050,"Scenario 1","Aspirin",0.349012049677037
"North America",2050,"Scenario 1","No aspirin",0.350687170742065
"North America",2050,"Scenario 2","Aspirin",0.344362602735995
"North America",2050,"Scenario 2","No aspirin",0.346549615344813
"North America",2050,"Scenario 3","Aspirin",0.344023481285431
"North America",2050,"Scenario 3","No aspirin",0.346370245349581
"North America",2050,"Scenario 4","Aspirin",0.339310075426497
"North America",2050,"Scenario 4","No aspirin",0.342326239609892
"South Asia",2017,"Current care","Aspirin",0.607088940180018
"South Asia",2017,"Current care","No aspirin",0.607088940180018
"South Asia",2017,"Scenario 1","Aspirin",0.607088940180018
"South Asia",2017,"Scenario 1","No aspirin",0.607088940180018
"South Asia",2017,"Scenario 2","Aspirin",0.607088940180018
"South Asia",2017,"Scenario 2","No aspirin",0.607088940180018
"South Asia",2017,"Scenario 3","Aspirin",0.607088940180018
"South Asia",2017,"Scenario 3","No aspirin",0.607088940180018
"South Asia",2017,"Scenario 4","Aspirin",0.607088940180018
"South Asia",2017,"Scenario 4","No aspirin",0.607088940180018
"South Asia",2018,"Current care","Aspirin",0.586180555352514
"South Asia",2018,"Current care","No aspirin",0.586180555352514
"South Asia",2018,"Scenario 1","Aspirin",0.586180555352514
"South Asia",2018,"Scenario 1","No aspirin",0.586180555352514
"South Asia",2018,"Scenario 2","Aspirin",0.586180555352514
"South Asia",2018,"Scenario 2","No aspirin",0.586180555352514
"South Asia",2018,"Scenario 3","Aspirin",0.586180555352514
"South Asia",2018,"Scenario 3","No aspirin",0.586180555352514
"South Asia",2018,"Scenario 4","Aspirin",0.586180555352514
"South Asia",2018,"Scenario 4","No aspirin",0.586180555352514
"South Asia",2019,"Current care","Aspirin",0.58684074939261
"South Asia",2019,"Current care","No aspirin",0.58684074939261
"South Asia",2019,"Scenario 1","Aspirin",0.58684074939261
"South Asia",2019,"Scenario 1","No aspirin",0.58684074939261
"South Asia",2019,"Scenario 2","Aspirin",0.58684074939261
"South Asia",2019,"Scenario 2","No aspirin",0.58684074939261
"South Asia",2019,"Scenario 3","Aspirin",0.58684074939261
"South Asia",2019,"Scenario 3","No aspirin",0.58684074939261
"South Asia",2019,"Scenario 4","Aspirin",0.58684074939261
"South Asia",2019,"Scenario 4","No aspirin",0.58684074939261
"South Asia",2020,"Current care","Aspirin",0.587192063260581
"South Asia",2020,"Current care","No aspirin",0.587192063260581
"South Asia",2020,"Scenario 1","Aspirin",0.587192063260581
"South Asia",2020,"Scenario 1","No aspirin",0.587192063260581
"South Asia",2020,"Scenario 2","Aspirin",0.587192063260581
"South Asia",2020,"Scenario 2","No aspirin",0.587192063260581
"South Asia",2020,"Scenario 3","Aspirin",0.587192063260581
"South Asia",2020,"Scenario 3","No aspirin",0.587192063260581
"South Asia",2020,"Scenario 4","Aspirin",0.587192063260581
"South Asia",2020,"Scenario 4","No aspirin",0.587192063260581
"South Asia",2021,"Current care","Aspirin",0.591624397241727
"South Asia",2021,"Current care","No aspirin",0.591624397241727
"South Asia",2021,"Scenario 1","Aspirin",0.591624397241727
"South Asia",2021,"Scenario 1","No aspirin",0.591624397241727
"South Asia",2021,"Scenario 2","Aspirin",0.591624397241727
"South Asia",2021,"Scenario 2","No aspirin",0.591624397241727
"South Asia",2021,"Scenario 3","Aspirin",0.591624397241727
"South Asia",2021,"Scenario 3","No aspirin",0.591624397241727
"South Asia",2021,"Scenario 4","Aspirin",0.591624397241727
"South Asia",2021,"Scenario 4","No aspirin",0.591624397241727
"South Asia",2022,"Current care","Aspirin",0.572831970926128
"South Asia",2022,"Current care","No aspirin",0.572831970926128
"South Asia",2022,"Scenario 1","Aspirin",0.572831970926128
"South Asia",2022,"Scenario 1","No aspirin",0.572831970926128
"South Asia",2022,"Scenario 2","Aspirin",0.572831970926128
"South Asia",2022,"Scenario 2","No aspirin",0.572831970926128
"South Asia",2022,"Scenario 3","Aspirin",0.572831970926128
"South Asia",2022,"Scenario 3","No aspirin",0.572831970926128
"South Asia",2022,"Scenario 4","Aspirin",0.572831970926128
"South Asia",2022,"Scenario 4","No aspirin",0.572831970926128
"South Asia",2023,"Current care","Aspirin",0.56794053805901
"South Asia",2023,"Current care","No aspirin",0.56794053805901
"South Asia",2023,"Scenario 1","Aspirin",0.567538745370768
"South Asia",2023,"Scenario 1","No aspirin",0.567623903495828
"South Asia",2023,"Scenario 2","Aspirin",0.567538745370768
"South Asia",2023,"Scenario 2","No aspirin",0.567623903495828
"South Asia",2023,"Scenario 3","Aspirin",0.567327930873437
"South Asia",2023,"Scenario 3","No aspirin",0.56744152488891
"South Asia",2023,"Scenario 4","Aspirin",0.567117017138129
"South Asia",2023,"Scenario 4","No aspirin",0.567259071996257
"South Asia",2024,"Current care","Aspirin",0.563333428613659
"South Asia",2024,"Current care","No aspirin",0.563333428613659
"South Asia",2024,"Scenario 1","Aspirin",0.56246552946416
"South Asia",2024,"Scenario 1","No aspirin",0.562652798313837
"South Asia",2024,"Scenario 2","Aspirin",0.56246552946416
"South Asia",2024,"Scenario 2","No aspirin",0.562652798313837
"South Asia",2024,"Scenario 3","Aspirin",0.562010028641582
"South Asia",2024,"Scenario 3","No aspirin",0.562259847082897
"South Asia",2024,"Scenario 4","Aspirin",0.561554221290282
"South Asia",2024,"Scenario 4","No aspirin",0.561866652592265
"South Asia",2025,"Current care","Aspirin",0.559067127330471
"South Asia",2025,"Current care","No aspirin",0.559067127330471
"South Asia",2025,"Scenario 1","Aspirin",0.557681629473616
"South Asia",2025,"Scenario 1","No aspirin",0.557985564422579
"South Asia",2025,"Scenario 2","Aspirin",0.557681629473616
"South Asia",2025,"Scenario 2","No aspirin",0.557985564422579
"South Asia",2025,"Scenario 3","Aspirin",0.556954606054592
"South Asia",2025,"Scenario 3","No aspirin",0.55735998354954
"South Asia",2025,"Scenario 4","Aspirin",0.55622709244007
"South Asia",2025,"Scenario 4","No aspirin",0.556733976642448
"South Asia",2026,"Current care","Aspirin",0.553829781082321
"South Asia",2026,"Current care","No aspirin",0.553829781082321
"South Asia",2026,"Scenario 1","Aspirin",0.551886510428822
"South Asia",2026,"Scenario 1","No aspirin",0.552319240473797
"South Asia",2026,"Scenario 2","Aspirin",0.551886510428822
"South Asia",2026,"Scenario 2","No aspirin",0.552319240473797
"South Asia",2026,"Scenario 3","Aspirin",0.550867079824368
"South Asia",2026,"Scenario 3","No aspirin",0.551444022949226
"South Asia",2026,"Scenario 4","Aspirin",0.549847133129302
"South Asia",2026,"Scenario 4","No aspirin",0.550568268175814
"South Asia",2027,"Current care","Aspirin",0.548765129945484
"South Asia",2027,"Current care","No aspirin",0.548765129945484
"South Asia",2027,"Scenario 1","Aspirin",0.546224487128355
"South Asia",2027,"Scenario 1","No aspirin",0.546797590928417
"South Asia",2027,"Scenario 2","Aspirin",0.546224487128355
"South Asia",2027,"Scenario 2","No aspirin",0.546797590928417
"South Asia",2027,"Scenario 3","Aspirin",0.544892635966426
"South Asia",2027,"Scenario 3","No aspirin",0.545656343179063
"South Asia",2027,"Scenario 4","Aspirin",0.543560508867944
"South Asia",2027,"Scenario 4","No aspirin",0.544514585849539
"South Asia",2028,"Current care","Aspirin",0.544027145778087
"South Asia",2028,"Current care","No aspirin",0.544027145778087
"South Asia",2028,"Scenario 1","Aspirin",0.540852334928589
"South Asia",2028,"Scenario 1","No aspirin",0.541576498795136
"South Asia",2028,"Scenario 2","Aspirin",0.540852334928589
"South Asia",2028,"Scenario 2","No aspirin",0.541576498795136
"South Asia",2028,"Scenario 3","Aspirin",0.539189663374975
"South Asia",2028,"Scenario 3","No aspirin",0.540154080328738
"South Asia",2028,"Scenario 4","Aspirin",0.53752731759342
"South Asia",2028,"Scenario 4","No aspirin",0.538731377555968
"South Asia",2029,"Current care","Aspirin",0.539511469185301
"South Asia",2029,"Current care","No aspirin",0.539511469185301
"South Asia",2029,"Scenario 1","Aspirin",0.535669506243111
"South Asia",2029,"Scenario 1","No aspirin",0.536554466550462
"South Asia",2029,"Scenario 2","Aspirin",0.535669506243111
"South Asia",2029,"Scenario 2","No aspirin",0.536554466550462
"South Asia",2029,"Scenario 3","Aspirin",0.53365941945539
"South Asia",2029,"Scenario 3","No aspirin",0.534837168135989
"South Asia",2029,"Scenario 4","Aspirin",0.531650712447651
"South Asia",2029,"Scenario 4","No aspirin",0.533120063716114
"South Asia",2030,"Current care","Aspirin",0.53549437834469
"South Asia",2030,"Current care","No aspirin",0.53549437834469
"South Asia",2030,"Scenario 1","Aspirin",0.530955641648764
"South Asia",2030,"Scenario 1","No aspirin",0.532010171789157
"South Asia",2030,"Scenario 2","Aspirin",0.530955641648764
"South Asia",2030,"Scenario 2","No aspirin",0.532010171789157
"South Asia",2030,"Scenario 3","Aspirin",0.528583443519669
"South Asia",2030,"Scenario 3","No aspirin",0.52998581750502
"South Asia",2030,"Scenario 4","Aspirin",0.526214204570361
"South Asia",2030,"Scenario 4","No aspirin",0.527962431137849
"South Asia",2031,"Current care","Aspirin",0.530806295591498
"South Asia",2031,"Current care","No aspirin",0.530806295591498
"South Asia",2031,"Scenario 1","Aspirin",0.525543499605876
"South Asia",2031,"Scenario 1","No aspirin",0.526775046140402
"South Asia",2031,"Scenario 2","Aspirin",0.525542334014578
"South Asia",2031,"Scenario 2","No aspirin",0.52677403625208
"South Asia",2031,"Scenario 3","Aspirin",0.522795423678207
"South Asia",2031,"Scenario 3","No aspirin",0.524432082286288
"South Asia",2031,"Scenario 4","Aspirin",0.520053706976262
"South Asia",2031,"Scenario 4","No aspirin",0.522092249597266
"South Asia",2032,"Current care","Aspirin",0.526180323396858
"South Asia",2032,"Current care","No aspirin",0.526180323396858
"South Asia",2032,"Scenario 1","Aspirin",0.520176388434326
"South Asia",2032,"Scenario 1","No aspirin",0.521591122011559
"South Asia",2032,"Scenario 2","Aspirin",0.520165048410828
"South Asia",2032,"Scenario 2","No aspirin",0.521581292754339
"South Asia",2032,"Scenario 3","Aspirin",0.5170309551289
"South Asia",2032,"Scenario 3","No aspirin",0.518911219280908
"South Asia",2032,"Scenario 4","Aspirin",0.513904995391468
"South Asia",2032,"Scenario 4","No aspirin",0.516244825047897
"South Asia",2033,"Current care","Aspirin",0.521671028381374
"South Asia",2033,"Current care","No aspirin",0.521671028381374
"South Asia",2033,"Scenario 1","Aspirin",0.514902449152005
"South Asia",2033,"Scenario 1","No aspirin",0.516507191567741
"South Asia",2033,"Scenario 2","Aspirin",0.514880218066555
"South Asia",2033,"Scenario 2","No aspirin",0.516487736426839
"South Asia",2033,"Scenario 3","Aspirin",0.511347551038359
"South Asia",2033,"Scenario 3","No aspirin",0.513479853250656
"South Asia",2033,"Scenario 4","Aspirin",0.507826732501814
"South Asia",2033,"Scenario 4","No aspirin",0.510477650614106
"South Asia",2034,"Current care","Aspirin",0.517288241076414
"South Asia",2034,"Current care","No aspirin",0.517288241076414
"South Asia",2034,"Scenario 1","Aspirin",0.509734397850802
"South Asia",2034,"Scenario 1","No aspirin",0.51153534485745
"South Asia",2034,"Scenario 2","Aspirin",0.509699805390459
"South Asia",2034,"Scenario 2","No aspirin",0.5115047093543
"South Asia",2034,"Scenario 3","Aspirin",0.505758242614286
"South Asia",2034,"Scenario 3","No aspirin",0.508150153169065
"South Asia",2034,"Scenario 4","Aspirin",0.501833085696531
"South Asia",2034,"Scenario 4","No aspirin",0.50480375879655
"South Asia",2035,"Current care","Aspirin",0.51300748133063
"South Asia",2035,"Current care","No aspirin",0.51300748133063
"South Asia",2035,"Scenario 1","Aspirin",0.504649768659382
"South Asia",2035,"Scenario 1","No aspirin",0.506652103754995
"South Asia",2035,"Scenario 2","Aspirin",0.504601160391575
"South Asia",2035,"Scenario 2","No aspirin",0.506608960599959
"South Asia",2035,"Scenario 3","Aspirin",0.500241428565601
"South Asia",2035,"Scenario 3","No aspirin",0.50289968100291
"South Asia",2035,"Scenario 4","Aspirin",0.495903571875587
"South Asia",2035,"Scenario 4","No aspirin",0.499201561994416
"South Asia",2036,"Current care","Aspirin",0.508807667047269
"South Asia",2036,"Current care","No aspirin",0.508807667047269
"South Asia",2036,"Scenario 1","Aspirin",0.499630815257999
"South Asia",2036,"Scenario 1","No aspirin",0.501839108569351
"South Asia",2036,"Scenario 2","Aspirin",0.499564470298924
"South Asia",2036,"Scenario 2","No aspirin",0.501780317612278
"South Asia",2036,"Scenario 3","Aspirin",0.494777973212222
"South Asia",2036,"Scenario 3","No aspirin",0.49770877338129
"South Asia",2036,"Scenario 4","Aspirin",0.49001982604541
"South Asia",2036,"Scenario 4","No aspirin",0.493651959636255
"South Asia",2037,"Current care","Aspirin",0.504630324549061
"South Asia",2037,"Current care","No aspirin",0.504630324549061
"South Asia",2037,"Scenario 1","Aspirin",0.494628941891904
"South Asia",2037,"Scenario 1","No aspirin",0.497048345196445
"South Asia",2037,"Scenario 2","Aspirin",0.494532917387846
"South Asia",2037,"Scenario 2","No aspirin",0.496961477675558
"South Asia",2037,"Scenario 3","Aspirin",0.489311885350965
"South Asia",2037,"Scenario 3","No aspirin",0.492520752271733
"South Asia",2037,"Scenario 4","Aspirin",0.484126764015431
"South Asia",2037,"Scenario 4","No aspirin",0.488098942448293
"South Asia",2038,"Current care","Aspirin",0.500479855138979
"South Asia",2038,"Current care","No aspirin",0.500479855138979
"South Asia",2038,"Scenario 1","Aspirin",0.489963148117815
"South Asia",2038,"Scenario 1","No aspirin",0.492569311474159
"South Asia",2038,"Scenario 2","Aspirin",0.489512573496136
"South Asia",2038,"Scenario 2","No aspirin",0.492158017437997
"South Asia",2038,"Scenario 3","Aspirin",0.483850031877176
"South Asia",2038,"Scenario 3","No aspirin",0.487341793741857
"South Asia",2038,"Scenario 4","Aspirin",0.478232111786322
"South Asia",2038,"Scenario 4","No aspirin",0.482549317740506
"South Asia",2039,"Current care","Aspirin",0.496391533545135
"South Asia",2039,"Current care","No aspirin",0.496391533545135
"South Asia",2039,"Scenario 1","Aspirin",0.485639684794244
"South Asia",2039,"Scenario 1","No aspirin",0.488433344466978
"South Asia",2039,"Scenario 2","Aspirin",0.484539401120875
"South Asia",2039,"Scenario 2","No aspirin",0.487405504196272
"South Asia",2039,"Scenario 3","Aspirin",0.478428970395974
"South Asia",2039,"Scenario 3","No aspirin",0.482207901135965
"South Asia",2039,"Scenario 4","Aspirin",0.472373079958628
"South Asia",2039,"Scenario 4","No aspirin",0.477039551314203
"South Asia",2040,"Current care","Aspirin",0.492388158601779
"South Asia",2040,"Current care","No aspirin",0.492388158601779
"South Asia",2040,"Scenario 1","Aspirin",0.481449585054878
"South Asia",2040,"Scenario 1","No aspirin",0.484418453020987
"South Asia",2040,"Scenario 2","Aspirin",0.479636879289815
"South Asia",2040,"Scenario 2","No aspirin",0.482727072345878
"South Asia",2040,"Scenario 3","Aspirin",0.473072664559923
"South Asia",2040,"Scenario 3","No aspirin",0.477142553864113
"South Asia",2040,"Scenario 4","Aspirin",0.466574169579275
"South Asia",2040,"Scenario 4","No aspirin",0.471593489794589
"South Asia",2041,"Current care","Aspirin",0.488445908991279
"South Asia",2041,"Current care","No aspirin",0.488445908991279
"South Asia",2041,"Scenario 1","Aspirin",0.477362483716226
"South Asia",2041,"Scenario 1","No aspirin",0.48049607618278
"South Asia",2041,"Scenario 2","Aspirin",0.474782439572509
"South Asia",2041,"Scenario 2","No aspirin",0.478099800494216
"South Asia",2041,"Scenario 3","Aspirin",0.467759221783445
"South Asia",2041,"Scenario 3","No aspirin",0.47212333517926
"South Asia",2041,"Scenario 4","Aspirin",0.460814271324998
"South Asia",2041,"Scenario 4","No aspirin",0.466189281726164
"South Asia",2042,"Current care","Aspirin",0.484513522298373
"South Asia",2042,"Current care","No aspirin",0.484513522298373
"South Asia",2042,"Scenario 1","Aspirin",0.473328810960221
"South Asia",2042,"Scenario 1","No aspirin",0.47661975722525
"South Asia",2042,"Scenario 2","Aspirin",0.46995794786439
"South Asia",2042,"Scenario 2","No aspirin",0.473510041484498
"South Asia",2042,"Scenario 3","Aspirin",0.462443085280339
"South Asia",2042,"Scenario 3","No aspirin",0.467103397030251
"South Asia",2042,"Scenario 4","Aspirin",0.455049843206316
"South Asia",2042,"Scenario 4","No aspirin",0.460781691937607
"South Asia",2043,"Current care","Aspirin",0.480596481344082
"South Asia",2043,"Current care","No aspirin",0.480596481344082
"South Asia",2043,"Scenario 1","Aspirin",0.469358255246043
"South Asia",2043,"Scenario 1","No aspirin",0.472799601352828
"South Asia",2043,"Scenario 2","Aspirin",0.465167514760328
"South Asia",2043,"Scenario 2","No aspirin",0.468982579397513
"South Asia",2043,"Scenario 3","Aspirin",0.457130238143967
"South Asia",2043,"Scenario 3","No aspirin",0.462088384176832
"South Asia",2043,"Scenario 4","Aspirin",0.449287212058218
"South Asia",2043,"Scenario 4","No aspirin",0.455376568859855
"South Asia",2044,"Current care","Aspirin",0.476737361011837
"South Asia",2044,"Current care","No aspirin",0.476737361011837
"South Asia",2044,"Scenario 1","Aspirin",0.46549128841089
"South Asia",2044,"Scenario 1","No aspirin",0.469074935393461
"South Asia",2044,"Scenario 2","Aspirin",0.460479934737694
"South Asia",2044,"Scenario 2","No aspirin",0.464558989059367
"South Asia",2044,"Scenario 3","Aspirin",0.45186366937217
"South Asia",2044,"Scenario 3","No aspirin",0.457121097979115
"South Asia",2044,"Scenario 4","Aspirin",0.443569578749743
"South Asia",2044,"Scenario 4","No aspirin",0.450016824486798
"South Asia",2045,"Current care","Aspirin",0.472960423104347
"South Asia",2045,"Current care","No aspirin",0.472960423104347
"South Asia",2045,"Scenario 1","Aspirin",0.461751428065012
"South Asia",2045,"Scenario 1","No aspirin",0.465465656566256
"South Asia",2045,"Scenario 2","Aspirin",0.45592742338704
"South Asia",2045,"Scenario 2","No aspirin",0.460256153677968
"South Asia",2045,"Scenario 3","Aspirin",0.446668238885763
"South Asia",2045,"Scenario 3","No aspirin",0.45222621972055
"South Asia",2045,"Scenario 4","Aspirin",0.43792204194497
"South Asia",2045,"Scenario 4","No aspirin",0.444727279290778
"South Asia",2046,"Current care","Aspirin",0.469240102474142
"South Asia",2046,"Current care","No aspirin",0.469240102474142
"South Asia",2046,"Scenario 1","Aspirin",0.458107105653539
"South Asia",2046,"Scenario 1","No aspirin",0.461941448435876
"South Asia",2046,"Scenario 2","Aspirin",0.451476296565207
"South Asia",2046,"Scenario 2","No aspirin",0.456042111428098
"South Asia",2046,"Scenario 3","Aspirin",0.441518165470171
"South Asia",2046,"Scenario 3","No aspirin",0.447377776342014
"South Asia",2046,"Scenario 4","Aspirin",0.432319166999379
"South Asia",2046,"Scenario 4","No aspirin",0.439482142052828
"South Asia",2047,"Current care","Aspirin",0.46553296571257
"South Asia",2047,"Current care","No aspirin",0.46553296571257
"South Asia",2047,"Scenario 1","Aspirin",0.454511906657997
"South Asia",2047,"Scenario 1","No aspirin",0.458456581254569
"South Asia",2047,"Scenario 2","Aspirin",0.447079147124794
"South Asia",2047,"Scenario 2","No aspirin",0.451869918183057
"South Asia",2047,"Scenario 3","Aspirin",0.436374718367429
"South Asia",2047,"Scenario 3","No aspirin",0.442535613856862
"South Asia",2047,"Scenario 4","Aspirin",0.426724312555627
"South Asia",2047,"Scenario 4","No aspirin",0.434242907624607
"South Asia",2048,"Current care","Aspirin",0.461823902314351
"South Asia",2048,"Current care","No aspirin",0.461823902314351
"South Asia",2048,"Scenario 1","Aspirin",0.45094614037534
"South Asia",2048,"Scenario 1","No aspirin",0.454993293623877
"South Asia",2048,"Scenario 2","Aspirin",0.44271880638732
"South Asia",2048,"Scenario 2","No aspirin",0.447725026891769
"South Asia",2048,"Scenario 3","Aspirin",0.431222157751323
"South Asia",2048,"Scenario 3","No aspirin",0.437683992032175
"South Asia",2048,"Scenario 4","Aspirin",0.421121762758407
"South Asia",2048,"Scenario 4","No aspirin",0.428993767421295
"South Asia",2049,"Current care","Aspirin",0.458121561299196
"South Asia",2049,"Current care","No aspirin",0.458121561299196
"South Asia",2049,"Scenario 1","Aspirin",0.447417228840771
"South Asia",2049,"Scenario 1","No aspirin",0.451558452442608
"South Asia",2049,"Scenario 2","Aspirin",0.438401920003543
"South Asia",2049,"Scenario 2","No aspirin",0.443617146304029
"South Asia",2049,"Scenario 3","Aspirin",0.426070327346856
"South Asia",2049,"Scenario 3","No aspirin",0.432832574646948
"South Asia",2049,"Scenario 4","Aspirin",0.415521699136276
"South Asia",2049,"Scenario 4","No aspirin",0.423744592911279
"South Asia",2050,"Current care","Aspirin",0.454411002835947
"South Asia",2050,"Current care","No aspirin",0.454411002835947
"South Asia",2050,"Scenario 1","Aspirin",0.443908801216244
"South Asia",2050,"Scenario 1","No aspirin",0.448135957139932
"South Asia",2050,"Scenario 2","Aspirin",0.434118346062289
"South Asia",2050,"Scenario 2","No aspirin",0.439533130217512
"South Asia",2050,"Scenario 3","Aspirin",0.420907153821018
"South Asia",2050,"Scenario 3","No aspirin",0.427968749738091
"South Asia",2050,"Scenario 4","Aspirin",0.409913030456735
"South Asia",2050,"Scenario 4","No aspirin",0.418483514782708
"Sub-Saharan Africa",2017,"Current care","Aspirin",0.692877646141781
"Sub-Saharan Africa",2017,"Current care","No aspirin",0.692877646141781
"Sub-Saharan Africa",2017,"Scenario 1","Aspirin",0.692877646141781
"Sub-Saharan Africa",2017,"Scenario 1","No aspirin",0.692877646141781
"Sub-Saharan Africa",2017,"Scenario 2","Aspirin",0.692877646141781
"Sub-Saharan Africa",2017,"Scenario 2","No aspirin",0.692877646141781
"Sub-Saharan Africa",2017,"Scenario 3","Aspirin",0.692877646141781
"Sub-Saharan Africa",2017,"Scenario 3","No aspirin",0.692877646141781
"Sub-Saharan Africa",2017,"Scenario 4","Aspirin",0.692877646141781
"Sub-Saharan Africa",2017,"Scenario 4","No aspirin",0.692877646141781
"Sub-Saharan Africa",2018,"Current care","Aspirin",0.672688419813301
"Sub-Saharan Africa",2018,"Current care","No aspirin",0.672688419813301
"Sub-Saharan Africa",2018,"Scenario 1","Aspirin",0.672688419813301
"Sub-Saharan Africa",2018,"Scenario 1","No aspirin",0.672688419813301
"Sub-Saharan Africa",2018,"Scenario 2","Aspirin",0.672688419813301
"Sub-Saharan Africa",2018,"Scenario 2","No aspirin",0.672688419813301
"Sub-Saharan Africa",2018,"Scenario 3","Aspirin",0.672688419813301
"Sub-Saharan Africa",2018,"Scenario 3","No aspirin",0.672688419813301
"Sub-Saharan Africa",2018,"Scenario 4","Aspirin",0.672688419813301
"Sub-Saharan Africa",2018,"Scenario 4","No aspirin",0.672688419813301
"Sub-Saharan Africa",2019,"Current care","Aspirin",0.672583956092305
"Sub-Saharan Africa",2019,"Current care","No aspirin",0.672583956092305
"Sub-Saharan Africa",2019,"Scenario 1","Aspirin",0.672583956092305
"Sub-Saharan Africa",2019,"Scenario 1","No aspirin",0.672583956092305
"Sub-Saharan Africa",2019,"Scenario 2","Aspirin",0.672583956092305
"Sub-Saharan Africa",2019,"Scenario 2","No aspirin",0.672583956092305
